SessionStart,CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,State,City,Category,Product,Cost,Price,Quantity,CampaignSchema ,CartAdditionTime,OrderConfirmation,OrderConfirmationTime,PaymentMethod,SessionEnd,OrderReturn,ReturnReason
2019-11-13 16:05:00,1311,Stephen Chandler,Male,34,723,3989,Spain,Catalonia,Barcelona,books,magazine,5,8,6,Instagram-ads,2019-11-13 16:13:00,True,2019-11-13 16:27:00,Credit Card,2019-11-13 16:15:00,False,
2019-11-14 08:59:00,1312,Mrs. Angela Kelley,Female,21,697,5127,Italy,Lazio,Frosinone,fashion,jeans,40,70,5,Twitter-ads,2019-11-14 09:14:00,True,2019-11-14 09:29:00,Paypal,2019-11-14 09:19:00,False,
2019-11-14 14:43:00,1313,Meghan Brown,Female,54,700,3389,China,Shandong,Yantai,home appliances,toaster,40,60,3,Billboard-QR code,2019-11-14 15:03:00,True,2019-11-14 15:18:00,Cash On Delivery,2019-11-14 15:05:00,False,
2019-11-15 04:40:00,1314,Taylor Brown,Male,32,751,4897,Canada,Quebec,Laval,toys,board game,20,35,1,Twitter-ads,2019-11-15 04:52:00,True,2019-11-15 04:57:00,Credit Card,2019-11-15 04:55:00,False,
2019-11-15 13:31:00,1315,Ashley Ochoa,Male,62,643,5348,Spain,Andalusia,Malaga,toys,action figure,8,15,2,Twitter-ads,2019-11-15 14:01:00,False,,,2019-11-15 13:42:00,,
2019-11-15 17:28:00,1316,Johnathan Spencer,Female,30,677,7599,Spain,Catalonia,Girona,books,autobiography,20,35,6,E-mails,2019-11-15 17:36:00,True,2019-11-15 17:49:00,Debit Card,2019-11-15 17:41:00,False,
2019-11-15 21:45:00,1317,John Gilmore,Female,59,610,6340,Italy,Lazio,Latina,fashion,jeans,40,70,3,Twitter-ads,2019-11-15 22:14:00,True,2019-11-15 22:22:00,Debit Card,2019-11-15 22:16:00,False,
2019-11-17 20:43:00,1318,Julie Clayton,Female,22,673,7643,Canada,Ontario,Ottawa,books,magazine,5,8,1,Instagram-ads,2019-11-17 21:06:00,True,2019-11-17 21:13:00,Debit Card,2019-11-17 21:09:00,False,
2019-11-18 20:27:00,1319,Taylor Keith MD,Female,55,772,4387,USA,California,San Diego,toys,board game,20,35,3,Facebook-ads,2019-11-18 20:42:00,True,2019-11-18 20:56:00,Credit Card,2019-11-18 20:46:00,False,
2019-11-19 17:37:00,1320,Molly Brown,Female,36,700,4538,UK,England,Manchester,books,autobiography,20,35,4,E-mails,2019-11-19 17:50:00,False,,,2019-11-19 18:13:00,,
2019-11-20 03:12:00,1321,Jaclyn Thompson,Female,23,600,3272,China,Guangdong,Dongguan,home appliances,mixer grinder,60,90,6,Twitter-ads,2019-11-20 03:33:00,True,2019-11-20 03:42:00,Debit Card,2019-11-20 03:36:00,True,Poor Value
2019-11-21 12:12:00,1322,Sarah Gonzalez,Female,66,637,5126,UK,England,Birmingham,fashion,dress,50,80,5,E-mails,2019-11-21 12:28:00,True,2019-11-21 12:42:00,Debit Card,2019-11-21 12:33:00,True,Poor Value
2019-11-21 18:17:00,1323,James Sawyer,Male,64,640,7217,Italy,Lombardy,Milan,fashion,jeans,40,70,6,Twitter-ads,2019-11-21 18:39:00,True,2019-11-21 18:46:00,Credit Card,2019-11-21 18:44:00,False,
2019-11-22 16:32:00,1324,Lauren Valencia,Female,63,705,6055,Australia,Victoria,Melbourne,fashion,shoes,60,100,4,Billboard-QR code,2019-11-22 17:00:00,True,2019-11-22 17:14:00,Credit Card,2019-11-22 17:03:00,False,
2019-11-24 19:55:00,1325,Aaron Lucas,Male,66,712,3279,India,Maharashtra,Nagpur,home appliances,microwave oven,300,500,1,Billboard-QR code,2019-11-24 20:24:00,False,,,2019-11-24 20:33:00,,
2019-11-24 21:42:00,1326,Amanda Lindsey,Male,60,661,6237,Canada,Quebec,Quebec City,fashion,shoes,60,100,1,Facebook-ads,2019-11-24 22:04:00,True,2019-11-24 22:16:00,Credit Card,2019-11-24 22:07:00,False,
2019-11-26 01:21:00,1327,David Duncan,Male,43,694,4749,Japan,Kanagawa,Kawasaki,toys,plush toy,12,20,3,Google-ads,2019-11-26 01:36:00,True,2019-11-26 01:47:00,Credit Card,2019-11-26 01:39:00,False,
2019-11-26 22:26:00,1328,Mario Smith,Female,62,649,6183,Italy,Lazio,Latina,electronics,television,1000,1500,4,Google-ads,2019-11-26 22:55:00,True,2019-11-26 23:03:00,Credit Card,2019-11-26 22:59:00,True,Wrong Item
2019-11-27 05:52:00,1329,Tina Cruz,Female,19,725,3825,Japan,Kanagawa,Sagamihara,electronics,laptop,800,1200,1,Instagram-ads,2019-11-27 06:21:00,True,2019-11-27 06:30:00,Credit Card,2019-11-27 06:25:00,False,
2019-11-27 11:55:00,1330,Andrew White,Male,60,690,3972,UK,Scotland,Aberdeen,electronics,table fan,30,50,5,Google-ads,2019-11-27 12:06:00,True,2019-11-27 12:12:00,Credit Card,2019-11-27 12:08:00,True,Arrived Damaged
2019-11-27 15:46:00,1331,Kevin Riley,Female,30,692,3329,Australia,New South Wales,Sydney,home appliances,mixer grinder,60,90,5,Facebook-ads,2019-11-27 15:54:00,True,2019-11-27 16:06:00,Cash On Delivery,2019-11-27 15:57:00,False,
2019-11-28 11:01:00,1332,Ashley Torres,Male,18,705,5211,Spain,Andalusia,Malaga,books,textbook,30,50,6,Facebook-ads,2019-11-28 11:14:00,True,2019-11-28 11:21:00,Debit Card,2019-11-28 11:18:00,False,
2019-12-01 05:36:00,1333,Maureen Wright,Male,43,622,4981,Canada,Ontario,Mississauga,toys,puzzle,15,25,1,E-mails,2019-12-01 05:48:00,True,2019-12-01 05:57:00,Cash On Delivery,2019-12-01 05:50:00,False,
2019-12-01 08:40:00,1334,Jessica Lucas,Female,21,662,4426,UK,England,London,fashion,jeans,40,70,1,Google-ads,2019-12-01 09:05:00,True,2019-12-01 09:11:00,Credit Card,2019-12-01 09:07:00,False,
2019-12-04 03:51:00,1335,Justin Williamson,Male,44,629,3990,India,Maharashtra,Mumbai,toys,board game,20,35,4,Facebook-ads,2019-12-04 04:09:00,True,2019-12-04 04:19:00,Debit Card,2019-12-04 04:11:00,False,
2019-12-04 10:00:00,1336,Mark Fitzpatrick,Male,22,627,7692,USA,California,San Jose,home appliances,toaster,40,60,5,Google-ads,2019-12-04 10:24:00,True,2019-12-04 10:29:00,Debit Card,2019-12-04 10:29:00,False,
2019-12-04 17:09:00,1337,Frederick Crawford,Male,39,701,5683,Japan,Tokyo,Tokyo,toys,action figure,8,15,5,Facebook-ads,2019-12-04 17:28:00,False,,,2019-12-04 17:14:00,,
2019-12-05 02:05:00,1338,Victoria Schmidt,Male,69,620,4105,Japan,Kanagawa,Yokohama,home appliances,toaster,40,60,2,Google-ads,2019-12-05 02:14:00,True,2019-12-05 02:23:00,Paypal,2019-12-05 02:19:00,False,
2019-12-05 10:12:00,1339,Jasmine Chavez,Male,59,672,7944,Italy,Lombardy,Milan,books,autobiography,20,35,5,Google-ads,2019-12-05 10:41:00,True,2019-12-05 10:47:00,Cash On Delivery,2019-12-05 10:44:00,False,
2019-12-05 12:57:00,1340,Wendy Pham,Female,49,600,4589,China,Guangdong,Guangzhou,fashion,shoes,60,100,4,E-mails,2019-12-05 13:02:00,True,2019-12-05 13:14:00,Debit Card,2019-12-05 13:07:00,True,Poor Value
2019-12-05 16:16:00,1341,Amy King,Male,21,668,6666,Spain,Andalusia,Malaga,electronics,laptop,800,1200,1,Twitter-ads,2019-12-05 16:32:00,True,2019-12-05 16:42:00,Debit Card,2019-12-05 16:34:00,False,
2019-12-06 20:26:00,1342,Jennifer Hernandez,Female,66,694,6589,USA,Texas,Dallas,toys,action figure,8,15,6,Facebook-ads,2019-12-06 20:32:00,True,2019-12-06 20:44:00,Cash On Delivery,2019-12-06 20:36:00,False,
2019-12-10 15:35:00,1343,Leslie Harris,Male,69,717,5644,USA,Texas,San Antonio,toys,board game,20,35,4,Billboard-QR code,2019-12-10 15:56:00,True,2019-12-10 16:10:00,Credit Card,2019-12-10 16:01:00,False,
2019-12-10 16:45:00,1344,Amy Mcpherson,Female,24,659,6718,Canada,Quebec,Montreal,books,magazine,5,8,4,E-mails,2019-12-10 16:54:00,True,2019-12-10 16:59:00,Debit Card,2019-12-10 16:56:00,False,
2019-12-11 01:00:00,1345,Jason Adkins,Female,23,604,4169,Italy,Lazio,Rome,books,novel,10,18,1,Instagram-ads,2019-12-11 01:26:00,True,2019-12-11 01:35:00,Cash On Delivery,2019-12-11 01:29:00,False,
2019-12-11 17:43:00,1346,Steven Hall,Male,69,740,7213,Australia,Victoria,Melbourne,fashion,shoes,60,100,2,Instagram-ads,2019-12-11 17:52:00,False,,,2019-12-11 18:09:00,,
2019-12-11 20:41:00,1347,Michelle Wright,Male,35,714,5146,Canada,Quebec,Quebec City,electronics,laptop,800,1200,6,Billboard-QR code,2019-12-11 21:04:00,True,2019-12-11 21:16:00,Debit Card,2019-12-11 21:08:00,False,
2019-12-13 14:59:00,1348,Erica Castillo,Female,45,656,7408,Canada,Ontario,Ottawa,home appliances,electric stove,250,400,3,Facebook-ads,2019-12-13 15:23:00,True,2019-12-13 15:31:00,Credit Card,2019-12-13 15:26:00,False,
2019-12-13 21:39:00,1349,Luke Davis,Female,55,752,6916,Spain,Andalusia,Seville,toys,board game,20,35,3,Google-ads,2019-12-13 21:52:00,True,2019-12-13 22:00:00,Cash On Delivery,2019-12-13 21:56:00,False,
2019-12-15 04:25:00,1350,Shelly Rivas,Female,49,648,5854,Italy,Lombardy,Bergamo,home appliances,electric stove,250,400,4,Twitter-ads,2019-12-15 04:48:00,True,2019-12-15 04:54:00,Credit Card,2019-12-15 04:51:00,False,
2019-12-15 13:44:00,1351,Brandy Ramos,Male,67,760,4930,Australia,Victoria,Geelong,books,novel,10,18,3,Billboard-QR code,2019-12-15 13:50:00,False,,,2019-12-15 14:05:00,,
2019-12-15 20:09:00,1352,Damon Butler,Female,37,624,6521,India,Maharashtra,Mumbai,fashion,shoes,60,100,6,Google-ads,2019-12-15 20:37:00,True,2019-12-15 20:50:00,Cash On Delivery,2019-12-15 20:39:00,False,
2019-12-16 03:04:00,1353,Dylan Ward,Male,21,645,6746,Canada,Ontario,Toronto,home appliances,toaster,40,60,6,Billboard-QR code,2019-12-16 03:12:00,False,,,2019-12-16 03:13:00,,
2019-12-17 05:47:00,1354,Dean Taylor,Female,59,644,3332,China,Guangdong,Guangzhou,electronics,table fan,30,50,3,Instagram-ads,2019-12-17 06:06:00,False,,,2019-12-17 05:51:00,,
2019-12-17 21:54:00,1355,Denise Anderson,Female,45,711,4678,Spain,Catalonia,Barcelona,home appliances,toaster,40,60,6,E-mails,2019-12-17 22:21:00,True,2019-12-17 22:29:00,Debit Card,2019-12-17 22:23:00,False,
2019-12-18 15:55:00,1356,Denise Nguyen,Female,42,688,4365,Canada,Quebec,Montreal,toys,plush toy,12,20,3,Billboard-QR code,2019-12-18 16:11:00,True,2019-12-18 16:21:00,Cash On Delivery,2019-12-18 16:16:00,False,
2019-12-19 03:53:00,1357,Kenneth Novak,Female,45,648,6160,USA,California,San Diego,books,novel,10,18,5,Google-ads,2019-12-19 04:04:00,False,,,2019-12-19 04:01:00,,
2019-12-20 01:33:00,1358,Jeffrey Simmons,Female,46,643,3074,India,Maharashtra,Mumbai,toys,plush toy,12,20,2,Facebook-ads,2019-12-20 01:47:00,True,2019-12-20 01:56:00,Debit Card,2019-12-20 01:52:00,False,
2019-12-20 05:07:00,1359,Alexander Hernandez,Male,52,751,6430,Australia,Victoria,Geelong,home appliances,toaster,40,60,6,Facebook-ads,2019-12-20 05:14:00,False,,,2019-12-20 05:23:00,,
2019-12-20 18:13:00,1360,David Williams,Female,60,685,6092,Italy,Lombardy,Milan,fashion,dress,50,80,6,Google-ads,2019-12-20 18:25:00,True,2019-12-20 18:36:00,Credit Card,2019-12-20 18:28:00,True,Wrong Item
2019-12-20 18:48:00,1361,Cynthia Morales,Female,53,702,4909,USA,Texas,Houston,books,novel,10,18,6,Billboard-QR code,2019-12-20 18:57:00,True,2019-12-20 19:05:00,Credit Card,2019-12-20 19:00:00,False,
2019-12-25 15:32:00,1362,Mary Gibbs,Female,49,639,7072,Australia,New South Wales,Sydney,home appliances,microwave oven,300,500,2,Google-ads,2019-12-25 15:51:00,True,2019-12-25 16:04:00,Credit Card,2019-12-25 15:55:00,False,
2019-12-26 02:25:00,1363,Jacqueline Long,Female,22,658,3642,Spain,Andalusia,Malaga,home appliances,toaster,40,60,6,Facebook-ads,2019-12-26 02:30:00,True,2019-12-26 02:40:00,Debit Card,2019-12-26 02:32:00,False,
2019-12-26 21:37:00,1364,Melanie Acosta,Male,37,633,6144,Italy,Lombardy,Bergamo,toys,plush toy,12,20,6,Google-ads,2019-12-26 21:49:00,True,2019-12-26 21:56:00,Debit Card,2019-12-26 21:54:00,False,
2019-12-27 04:50:00,1365,Tina Estrada,Female,42,603,7633,Japan,Kanagawa,Yokohama,toys,board game,20,35,1,Facebook-ads,2019-12-27 04:57:00,True,2019-12-27 05:07:00,Credit Card,2019-12-27 05:01:00,False,
2019-12-31 19:41:00,1366,David Davis,Female,39,620,5930,UK,England,Manchester,electronics,laptop,800,1200,2,E-mails,2019-12-31 20:04:00,True,2019-12-31 20:16:00,Credit Card,2019-12-31 20:08:00,False,
2019-12-31 20:36:00,1367,Joseph Bell,Female,39,704,7465,UK,England,Manchester,home appliances,electric stove,250,400,4,E-mails,2019-12-31 21:06:00,True,2019-12-31 21:15:00,Credit Card,2019-12-31 21:11:00,False,
2020-01-03 00:20:00,1368,Thomas Wagner,Female,31,747,5787,India,Maharashtra,Mumbai,electronics,hair dryer,25,40,2,Google-ads,2020-01-03 00:42:00,True,2020-01-03 00:57:00,Debit Card,2020-01-03 00:45:00,False,
2020-01-04 13:38:00,1369,Nicole May,Female,35,637,5270,Japan,Kanagawa,Kawasaki,toys,puzzle,15,25,3,Twitter-ads,2020-01-04 13:50:00,True,2020-01-04 13:56:00,Credit Card,2020-01-04 13:53:00,False,
2020-01-04 23:04:00,1370,Cassandra Whitney,Female,58,769,3238,India,Uttar Pradesh,Kanpur,electronics,laptop,800,1200,2,Instagram-ads,2020-01-04 23:14:00,True,2020-01-04 23:26:00,Credit Card,2020-01-04 23:19:00,False,
2020-01-06 01:30:00,1371,Anthony Diaz,Female,71,748,4686,Spain,Catalonia,Girona,toys,action figure,8,15,2,Billboard-QR code,2020-01-06 01:38:00,True,2020-01-06 01:52:00,Cash On Delivery,2020-01-06 01:42:00,False,
2020-01-07 20:04:00,1372,Ashley White,Female,43,740,7839,Canada,Quebec,Montreal,home appliances,toaster,40,60,2,Twitter-ads,2020-01-07 20:11:00,True,2020-01-07 20:21:00,Credit Card,2020-01-07 20:14:00,False,
2020-01-07 22:09:00,1373,Christopher Franco,Male,34,746,5770,Australia,Victoria,Ballarat,books,textbook,30,50,3,Instagram-ads,2020-01-07 22:16:00,True,2020-01-07 22:29:00,Cash On Delivery,2020-01-07 22:21:00,False,
2020-01-07 22:38:00,1374,Brian Reyes,Female,29,752,3147,Italy,Lombardy,Bergamo,home appliances,microwave oven,300,500,6,Twitter-ads,2020-01-07 23:06:00,True,2020-01-07 23:14:00,Debit Card,2020-01-07 23:11:00,False,
2020-01-08 04:27:00,1375,Sarah Huang,Female,41,645,5641,UK,Scotland,Glasgow,electronics,hair dryer,25,40,2,Facebook-ads,2020-01-08 04:42:00,True,2020-01-08 04:47:00,Credit Card,2020-01-08 04:44:00,False,
2020-01-08 23:10:00,1376,James Little,Male,66,639,6126,China,Guangdong,Guangzhou,toys,board game,20,35,4,E-mails,2020-01-08 23:37:00,False,,,2020-01-08 23:20:00,,
2020-01-10 05:09:00,1377,Brian Hines,Female,58,712,4005,Spain,Catalonia,Tarragona,electronics,television,1000,1500,2,Facebook-ads,2020-01-10 05:27:00,False,,,2020-01-10 05:27:00,,
2020-01-10 21:55:00,1378,Brett Todd,Female,71,639,7151,Italy,Lombardy,Brescia,fashion,t-shirt,15,25,6,Facebook-ads,2020-01-10 22:10:00,True,2020-01-10 22:20:00,Cash On Delivery,2020-01-10 22:12:00,False,
2020-01-11 02:11:00,1379,Cody Alexander,Male,66,740,6364,Spain,Andalusia,Malaga,electronics,hair dryer,25,40,3,Twitter-ads,2020-01-11 02:22:00,True,2020-01-11 02:29:00,Credit Card,2020-01-11 02:25:00,False,
2020-01-11 17:14:00,1380,Eric Williamson,Female,20,713,6046,Australia,Victoria,Geelong,fashion,dress,50,80,2,Google-ads,2020-01-11 17:37:00,True,2020-01-11 17:45:00,Cash On Delivery,2020-01-11 17:42:00,False,
2020-01-14 07:30:00,1381,Randy Brock,Male,40,769,3766,Italy,Lazio,Latina,books,textbook,30,50,3,Google-ads,2020-01-14 07:52:00,True,2020-01-14 08:07:00,Credit Card,2020-01-14 07:57:00,True,Poor Value
2020-01-16 09:16:00,1382,Brenda Harris,Male,44,687,6124,Spain,Catalonia,Tarragona,books,textbook,30,50,3,Facebook-ads,2020-01-16 09:25:00,True,2020-01-16 09:35:00,Credit Card,2020-01-16 09:28:00,False,
2020-01-17 13:38:00,1383,Christopher Knight,Male,36,727,3778,Japan,Tokyo,Yokohama,books,novel,10,18,2,Twitter-ads,2020-01-17 13:46:00,True,2020-01-17 13:53:00,Paypal,2020-01-17 13:50:00,True,Arrived Late
2020-01-18 20:29:00,1384,Denise Murphy,Female,54,635,6975,China,Shandong,Jinan,fashion,dress,50,80,2,E-mails,2020-01-18 20:55:00,True,2020-01-18 21:00:00,Debit Card,2020-01-18 20:59:00,True,Arrived Damaged
2020-01-21 16:31:00,1385,Sarah Weaver,Male,51,688,7278,Australia,New South Wales,Wollongong,electronics,laptop,800,1200,6,Instagram-ads,2020-01-21 16:36:00,True,2020-01-21 16:41:00,Credit Card,2020-01-21 16:38:00,False,
2020-01-22 22:22:00,1386,Jimmy Watson,Male,55,760,3558,China,Shandong,Qingdao,toys,action figure,8,15,2,Google-ads,2020-01-22 22:32:00,False,,,2020-01-22 23:02:00,,
2020-01-23 21:31:00,1387,Robin Woods,Female,50,778,5251,Spain,Catalonia,Girona,fashion,jeans,40,70,5,Facebook-ads,2020-01-23 21:38:00,True,2020-01-23 21:47:00,Credit Card,2020-01-23 21:42:00,False,
2020-01-24 09:41:00,1388,Matthew Smith,Male,19,637,4296,Japan,Tokyo,Tokyo,fashion,dress,50,80,5,Google-ads,2020-01-24 09:52:00,True,2020-01-24 10:05:00,Credit Card,2020-01-24 09:54:00,False,
2020-01-26 05:43:00,1389,Michael Logan,Male,34,736,4038,Italy,Lombardy,Bergamo,books,novel,10,18,5,Twitter-ads,2020-01-26 06:13:00,False,,,2020-01-26 06:07:00,,
2020-01-26 07:09:00,1390,Mary Hester,Male,44,748,4380,Spain,Andalusia,Malaga,electronics,table fan,30,50,2,E-mails,2020-01-26 07:26:00,True,2020-01-26 07:31:00,Debit Card,2020-01-26 07:31:00,True,Wrong Item
2020-01-27 01:53:00,1391,Tammy Frazier,Female,21,625,5462,Spain,Catalonia,Barcelona,electronics,television,1000,1500,5,Google-ads,2020-01-27 02:21:00,True,2020-01-27 02:34:00,Cash On Delivery,2020-01-27 02:23:00,False,
2020-01-28 11:14:00,1392,Jeffrey Rodriguez,Female,72,722,3929,Japan,Tokyo,Tokyo,home appliances,microwave oven,300,500,4,Google-ads,2020-01-28 11:39:00,True,2020-01-28 11:46:00,Cash On Delivery,2020-01-28 11:42:00,False,
2020-01-28 14:10:00,1393,Danielle Brown,Male,45,731,3557,UK,Scotland,Aberdeen,books,novel,10,18,2,Facebook-ads,2020-01-28 14:25:00,True,2020-01-28 14:36:00,Credit Card,2020-01-28 14:29:00,True,Wrong Item
2020-01-29 12:16:00,1394,Michelle Campbell,Male,23,673,7771,USA,Texas,Houston,electronics,laptop,800,1200,6,Facebook-ads,2020-01-29 12:30:00,True,2020-01-29 12:39:00,Credit Card,2020-01-29 12:32:00,False,
2020-01-29 16:39:00,1395,Edward Harris,Female,44,646,6587,Australia,Victoria,Geelong,fashion,shoes,60,100,2,Google-ads,2020-01-29 17:02:00,True,2020-01-29 17:09:00,Credit Card,2020-01-29 17:04:00,False,
2020-01-29 23:53:00,1396,Brittney Yu,Male,41,671,5383,Spain,Catalonia,Girona,home appliances,microwave oven,300,500,3,Facebook-ads,2020-01-30 00:08:00,True,2020-01-30 00:13:00,Debit Card,2020-01-30 00:12:00,False,
2020-01-31 17:33:00,1397,Jeanette Walker,Male,34,761,5376,Canada,Ontario,Toronto,toys,board game,20,35,4,Facebook-ads,2020-01-31 18:01:00,True,2020-01-31 18:12:00,Credit Card,2020-01-31 18:04:00,False,
2020-02-01 19:28:00,1398,Pamela King,Male,30,620,3307,Australia,New South Wales,Wollongong,fashion,jeans,40,70,3,E-mails,2020-02-01 19:58:00,True,2020-02-01 20:06:00,Credit Card,2020-02-01 20:02:00,True,Poor Quality
2020-02-03 05:20:00,1399,David Clark MD,Female,38,708,4161,Spain,Andalusia,Malaga,fashion,dress,50,80,2,Facebook-ads,2020-02-03 05:38:00,False,,,2020-02-03 05:35:00,,
2020-02-04 09:19:00,1400,Joshua Barnes,Female,68,614,7217,UK,England,Birmingham,fashion,shoes,60,100,6,Facebook-ads,2020-02-04 09:27:00,True,2020-02-04 09:34:00,Credit Card,2020-02-04 09:29:00,True,Wrong Item
2020-02-04 12:38:00,1401,Samantha Walter,Female,34,692,6617,UK,Scotland,Edinburgh,toys,action figure,8,15,2,Google-ads,2020-02-04 12:47:00,True,2020-02-04 12:57:00,Paypal,2020-02-04 12:52:00,False,
2020-02-05 03:53:00,1402,Mr. Todd Gibson,Male,25,714,7070,China,Shandong,Jinan,fashion,jeans,40,70,3,Google-ads,2020-02-05 04:10:00,True,2020-02-05 04:17:00,Credit Card,2020-02-05 04:14:00,False,
2020-02-05 16:04:00,1403,Brian Hardy,Male,22,651,6263,Australia,Victoria,Ballarat,books,magazine,5,8,3,Billboard-QR code,2020-02-05 16:24:00,True,2020-02-05 16:39:00,Paypal,2020-02-05 16:28:00,False,
2020-02-05 17:44:00,1404,Linda Pace,Female,71,622,3747,Australia,Victoria,Geelong,books,autobiography,20,35,6,Instagram-ads,2020-02-05 18:03:00,False,,,2020-02-05 17:58:00,,
2020-02-05 23:24:00,1405,Rose Graham,Female,47,605,7568,USA,Texas,San Antonio,electronics,television,1000,1500,1,Google-ads,2020-02-05 23:30:00,True,2020-02-05 23:35:00,Debit Card,2020-02-05 23:32:00,False,
2020-02-07 10:31:00,1406,Carrie Jones,Male,44,687,6409,Japan,Kanagawa,Sagamihara,fashion,jeans,40,70,4,Instagram-ads,2020-02-07 10:38:00,True,2020-02-07 10:53:00,Cash On Delivery,2020-02-07 10:41:00,False,
2020-02-07 17:43:00,1407,Alexa Barnes,Male,50,630,5843,Spain,Andalusia,Malaga,electronics,laptop,800,1200,6,Google-ads,2020-02-07 18:11:00,True,2020-02-07 18:18:00,Credit Card,2020-02-07 18:16:00,True,Poor Quality
2020-02-08 06:42:00,1408,Zachary Davis,Male,44,719,3626,Australia,New South Wales,Sydney,books,magazine,5,8,2,Instagram-ads,2020-02-08 06:55:00,True,2020-02-08 07:07:00,Paypal,2020-02-08 06:58:00,False,
2020-02-08 14:53:00,1409,Kyle Johnson,Female,46,776,5319,China,Guangdong,Guangzhou,books,autobiography,20,35,2,Google-ads,2020-02-08 15:23:00,True,2020-02-08 15:34:00,Credit Card,2020-02-08 15:26:00,True,Wrong Item
2020-02-08 16:51:00,1410,Patricia Greene,Female,64,728,4735,China,Shandong,Yantai,books,textbook,30,50,1,Twitter-ads,2020-02-08 17:13:00,True,2020-02-08 17:25:00,Cash On Delivery,2020-02-08 17:17:00,False,
2020-02-09 01:42:00,1411,Michelle Keller,Female,35,664,3796,Spain,Catalonia,Girona,home appliances,toaster,40,60,6,E-mails,2020-02-09 02:09:00,True,2020-02-09 02:22:00,Debit Card,2020-02-09 02:13:00,False,
2020-02-09 22:57:00,1412,Daniel Moore,Female,37,710,5803,UK,Scotland,Edinburgh,home appliances,mixer grinder,60,90,3,Billboard-QR code,2020-02-09 23:12:00,True,2020-02-09 23:22:00,Paypal,2020-02-09 23:14:00,False,
2020-02-09 23:08:00,1413,Brandi Mills,Female,22,754,3027,India,Uttar Pradesh,Ghaziabad,electronics,table fan,30,50,3,Facebook-ads,2020-02-09 23:36:00,True,2020-02-09 23:42:00,Paypal,2020-02-09 23:40:00,False,
2020-02-11 04:14:00,1414,David Young,Female,71,688,5406,Japan,Tokyo,Tokyo,toys,plush toy,12,20,5,Google-ads,2020-02-11 04:21:00,True,2020-02-11 04:31:00,Debit Card,2020-02-11 04:25:00,False,
2020-02-11 14:16:00,1415,Rebecca Kelley,Female,64,645,7848,Canada,Ontario,Ottawa,books,textbook,30,50,2,Instagram-ads,2020-02-11 14:46:00,False,,,2020-02-11 14:25:00,,
2020-02-11 16:54:00,1416,Angela Fry,Female,47,769,6076,USA,Texas,Dallas,books,autobiography,20,35,3,Twitter-ads,2020-02-11 16:59:00,True,2020-02-11 17:08:00,Cash On Delivery,2020-02-11 17:02:00,False,
2020-02-11 18:26:00,1417,Jennifer Garcia,Female,68,626,6253,Canada,Quebec,Montreal,home appliances,microwave oven,300,500,6,Google-ads,2020-02-11 18:49:00,True,2020-02-11 19:01:00,Credit Card,2020-02-11 18:51:00,False,
2020-02-11 23:37:00,1418,Deborah Sullivan,Male,37,655,4794,China,Shandong,Jinan,electronics,table fan,30,50,3,Billboard-QR code,2020-02-12 00:04:00,True,2020-02-12 00:19:00,Paypal,2020-02-12 00:06:00,False,
2020-02-13 08:26:00,1419,Michael Hartman,Male,54,648,5887,Spain,Andalusia,Seville,fashion,jeans,40,70,1,E-mails,2020-02-13 08:44:00,True,2020-02-13 08:58:00,Credit Card,2020-02-13 08:49:00,False,
2020-02-14 02:40:00,1420,Alexandra Galvan,Male,69,709,4288,Italy,Lazio,Frosinone,toys,action figure,8,15,2,Facebook-ads,2020-02-14 02:53:00,True,2020-02-14 03:07:00,Debit Card,2020-02-14 02:57:00,False,
2020-02-14 03:01:00,1421,Robert Ramirez,Female,20,709,7201,China,Guangdong,Dongguan,books,textbook,30,50,1,Facebook-ads,2020-02-14 03:23:00,False,,,2020-02-14 03:04:00,,
2020-02-14 03:26:00,1422,Jordan Carpenter,Male,26,699,6034,India,Uttar Pradesh,Kanpur,fashion,jeans,40,70,1,Twitter-ads,2020-02-14 03:41:00,True,2020-02-14 03:47:00,Paypal,2020-02-14 03:43:00,False,
2020-02-14 11:39:00,1423,Lawrence Bolton,Female,27,739,3479,China,Shandong,Jinan,books,textbook,30,50,5,Twitter-ads,2020-02-14 11:48:00,True,2020-02-14 11:55:00,Paypal,2020-02-14 11:53:00,False,
2020-02-14 13:48:00,1424,Tracy Novak,Male,52,765,7696,UK,England,London,books,novel,10,18,3,Google-ads,2020-02-14 13:57:00,True,2020-02-14 14:09:00,Credit Card,2020-02-14 14:01:00,False,
2020-02-16 00:57:00,1425,Jennifer Osborne,Male,52,668,5625,India,Uttar Pradesh,Ghaziabad,fashion,shoes,60,100,2,E-mails,2020-02-16 01:17:00,True,2020-02-16 01:25:00,Cash On Delivery,2020-02-16 01:21:00,False,
2020-02-16 23:26:00,1426,Nathan Paul,Male,60,602,6569,Japan,Kanagawa,Kawasaki,electronics,hair dryer,25,40,1,Facebook-ads,2020-02-16 23:47:00,True,2020-02-17 00:02:00,Credit Card,2020-02-16 23:51:00,True,Poor Value
2020-02-18 01:19:00,1427,Cynthia Gomez,Male,69,756,4074,Australia,Victoria,Geelong,toys,action figure,8,15,6,Twitter-ads,2020-02-18 01:32:00,True,2020-02-18 01:43:00,Paypal,2020-02-18 01:37:00,False,
